project_id,project_name,description,start_date,deadline,status,risk_level
P08108,Supply Chain Analytics,Supply Chain Analytics project for IndustrialTech,2025-03-13,2026-03-03,In Progress,Critical
P08109,Data Warehouse Development,Data Warehouse Development project for FinTech Solutions,2025-01-27,2026-01-16,In Progress,Medium
P08110,Warehouse Automation,Warehouse Automation project for ABC Corporation,2026-08-13,2027-06-21,In Progress,High
P08111,Healthcare Management System,Healthcare Management System project for Global Traders,2025-06-11,2025-11-06,In Progress,Medium
P08112,Warehouse Automation,Warehouse Automation project for XYZ Technologies,2025-05-26,2025-11-16,In Progress,High
P08113,Inventory Management System,Inventory Management System project for RetailAnalytics,2025-07-29,2025-10-22,In Progress,Critical
P08114,Financial Reporting Dashboard,Financial Reporting Dashboard project for CloudWorks,2025-02-13,2026-01-09,Delayed,Medium
P08115,Healthcare Management System,Healthcare Management System project for ABC Corporation,2025-03-30,2026-01-15,In Progress,High
P08116,AI Demand Forecasting,AI Demand Forecasting project for ABC Corporation,2025-01-15,2025-04-19,Planning,Low
P08117,Mobile Banking Application,Mobile Banking Application project for ServicePro,2025-11-17,2026-11-13,Delayed,Low
P08118,Employee Training Portal,Employee Training Portal project for FinTech Solutions,2025-10-05,2025-12-02,Delayed,Medium
P08119,Supply Chain Analytics,Supply Chain Analytics project for OfficePro,2025-06-14,2026-03-31,In Progress,Medium
P08120,Warehouse Automation,Warehouse Automation project for FinTech Solutions,2026-07-05,2026-10-01,Completed,High
P08121,Marketing Analytics Platform,Marketing Analytics Platform project for ABC Corporation,2025-07-03,2026-04-13,Completed,Medium
P08122,AI Demand Forecasting,AI Demand Forecasting project for Global Traders,2025-01-11,2025-12-04,In Progress,Medium
P08123,Cybersecurity Upgrade,Cybersecurity Upgrade project for OfficePro,2025-03-01,2026-02-13,In Progress,High
P08124,Cybersecurity Upgrade,Cybersecurity Upgrade project for ServicePro,2026-03-12,2026-06-16,Completed,High
P08125,Employee Payroll System,Employee Payroll System project for ABC Corporation,2025-11-16,2026-02-21,In Progress,Critical
P08126,Inventory Management System,Inventory Management System project for PeopleFirst,2025-06-06,2025-08-11,Delayed,Medium
P08127,Supply Chain Analytics,Supply Chain Analytics project for EduTech,2025-05-29,2026-04-02,Delayed,Medium
P08128,Online Learning Platform,Online Learning Platform project for ABC Corporation,2025-05-12,2025-08-24,In Progress,Medium
P08129,Customer Support Chatbot,Customer Support Chatbot project for EduTech,2025-09-11,2026-02-28,Planning,Critical
P08130,Mobile Banking Application,Mobile Banking Application project for LogiTech,2026-02-27,2026-08-23,Delayed,Medium
P08131,Mobile Banking Application,Mobile Banking Application project for FinanceCorp,2026-01-18,2026-06-24,In Progress,Critical
P08132,Employee Payroll System,Employee Payroll System project for EduTech,2026-03-25,2026-10-14,In Progress,High
P08133,Data Warehouse Development,Data Warehouse Development project for ABC Corporation,2025-01-25,2025-06-30,Completed,Medium
P08134,Financial Reporting Dashboard,Financial Reporting Dashboard project for RetailAnalytics,2025-12-02,2026-04-01,Completed,Medium
P08135,Cybersecurity Upgrade,Cybersecurity Upgrade project for MarketPlus,2026-04-04,2026-09-20,In Progress,Medium
P08136,Data Warehouse Development,Data Warehouse Development project for PeopleFirst,2025-05-02,2026-02-28,In Progress,Medium
P08137,Warehouse Automation,Warehouse Automation project for ServicePro,2025-12-16,2026-03-08,Delayed,Critical
P08138,Document Management System,Document Management System project for SalesPro,2025-01-04,2025-12-22,Delayed,Medium
P08139,Social Media Analytics,Social Media Analytics project for EduTech,2026-06-30,2026-12-23,In Progress,High
P08140,Inventory Management System,Inventory Management System project for SecureNet,2026-03-19,2026-08-04,In Progress,Medium
P08141,Employee Payroll System,Employee Payroll System project for MarketPlus,2026-01-09,2026-07-15,In Progress,High
P08142,Employee Training Portal,Employee Training Portal project for SecureNet,2025-12-26,2026-12-03,In Progress,Medium
P08143,Supply Chain Analytics,Supply Chain Analytics project for XYZ Technologies,2026-02-06,2026-12-06,In Progress,Medium
P08144,CRM Implementation,CRM Implementation project for DataCorp,2025-09-11,2026-07-14,In Progress,High
P08145,CRM Implementation,CRM Implementation project for PeopleFirst,2026-08-04,2026-11-27,Planning,Medium
P08146,Supply Chain Analytics,Supply Chain Analytics project for MarketPlus,2025-05-09,2026-04-02,Completed,Critical
P08147,AI Demand Forecasting,AI Demand Forecasting project for ABC Retail,2026-05-02,2027-01-27,Completed,High
P08148,Inventory Management System,Inventory Management System project for EduTech,2026-04-03,2026-06-06,Completed,Medium
P08149,HR Automation System,HR Automation System project for PeopleFirst,2026-05-18,2026-11-15,In Progress,Medium
P08150,E-Commerce Platform,E-Commerce Platform project for MarketPlus,2025-02-12,2025-12-20,In Progress,Medium
P08151,Warehouse Automation,Warehouse Automation project for XYZ Technologies,2025-09-25,2026-04-28,In Progress,Medium
P08152,Supply Chain Analytics,Supply Chain Analytics project for ABC Corporation,2026-01-21,2026-09-10,In Progress,Medium
P08153,Supply Chain Analytics,Supply Chain Analytics project for RetailAnalytics,2026-01-07,2026-06-20,Completed,Medium
P08154,CRM Implementation,CRM Implementation project for FinanceCorp,2026-02-18,2026-04-16,Completed,High
P08155,Supply Chain Analytics,Supply Chain Analytics project for CloudWorks,2026-01-16,2026-12-10,Completed,Critical
P08156,Online Learning Platform,Online Learning Platform project for ABC Corporation,2025-05-14,2026-02-24,In Progress,Medium
P08157,HR Automation System,HR Automation System project for SecureNet,2026-05-12,2026-09-20,In Progress,High
P08158,Inventory Management System,Inventory Management System project for LogiTech,2025-10-17,2026-02-16,In Progress,Medium
P08159,Document Management System,Document Management System project for ABC Corporation,2026-08-06,2027-03-04,In Progress,Medium
P08160,Marketing Analytics Platform,Marketing Analytics Platform project for EduTech,2025-11-09,2026-09-05,In Progress,Medium
P08161,Inventory Management System,Inventory Management System project for EduTech,2025-11-19,2026-01-30,Completed,Medium
P08162,Employee Training Portal,Employee Training Portal project for MarketPlus,2025-12-21,2026-08-23,Delayed,Medium
P08163,Healthcare Management System,Healthcare Management System project for FinanceCorp,2026-06-07,2027-04-19,In Progress,High
P08164,Financial Reporting Dashboard,Financial Reporting Dashboard project for FinTech Solutions,2026-06-25,2027-01-13,Delayed,Medium
P08165,Financial Reporting Dashboard,Financial Reporting Dashboard project for DataCorp,2025-12-17,2026-02-16,Completed,High
P08166,Cybersecurity Upgrade,Cybersecurity Upgrade project for MedCare Hospitals,2025-11-24,2026-01-15,In Progress,Low
P08167,Mobile Banking Application,Mobile Banking Application project for SalesPro,2025-02-02,2025-05-09,In Progress,Medium
P08168,Healthcare Management System,Healthcare Management System project for ABC Corporation,2025-02-10,2026-01-05,In Progress,Low
P08169,Marketing Analytics Platform,Marketing Analytics Platform project for DigitalHub,2026-03-18,2026-09-25,In Progress,Low
P08170,Cloud Migration Project,Cloud Migration Project project for SecureNet,2025-07-26,2025-10-26,Planning,Medium
P08171,Social Media Analytics,Social Media Analytics project for LogiTech,2025-09-20,2026-08-20,Completed,Low
P08172,Document Management System,Document Management System project for MedCare Hospitals,2026-01-12,2026-11-18,In Progress,High
P08173,Financial Reporting Dashboard,Financial Reporting Dashboard project for SecureNet,2025-05-14,2025-08-14,In Progress,Medium
P08174,Cloud Migration Project,Cloud Migration Project project for ABC Retail,2025-07-19,2026-04-10,Delayed,High
P08175,E-Commerce Platform,E-Commerce Platform project for XYZ Technologies,2025-01-26,2025-06-25,Completed,Low
P08176,CRM Implementation,CRM Implementation project for XYZ Technologies,2026-04-06,2026-06-12,In Progress,Medium
P08177,Inventory Management System,Inventory Management System project for MedCare Hospitals,2025-11-02,2026-01-05,Completed,Medium
P08178,HR Automation System,HR Automation System project for MarketPlus,2025-04-24,2025-11-28,In Progress,Low
P08179,Data Warehouse Development,Data Warehouse Development project for FinanceCorp,2025-12-24,2026-11-03,Completed,Medium
P08180,Inventory Management System,Inventory Management System project for Global Traders,2025-03-27,2026-03-14,Planning,Low
P08181,Marketing Analytics Platform,Marketing Analytics Platform project for MedCare Hospitals,2026-04-14,2027-01-09,In Progress,Critical
P08182,Mobile Banking Application,Mobile Banking Application project for MarketPlus,2025-05-19,2026-04-24,Delayed,Medium
P08183,Cybersecurity Upgrade,Cybersecurity Upgrade project for FinanceCorp,2025-06-12,2025-10-10,In Progress,Low
P08184,Employee Payroll System,Employee Payroll System project for EduTech,2026-06-10,2026-09-09,In Progress,Medium
P08185,Online Learning Platform,Online Learning Platform project for ABC Corporation,2026-03-22,2026-06-10,In Progress,High
P08186,Warehouse Automation,Warehouse Automation project for OfficePro,2026-02-13,2026-05-24,In Progress,Medium
P08187,Supply Chain Analytics,Supply Chain Analytics project for RetailAnalytics,2025-12-28,2026-10-10,Completed,Medium
P08188,Inventory Management System,Inventory Management System project for DataCorp,2025-11-09,2026-02-11,In Progress,Critical
P08189,Inventory Management System,Inventory Management System project for EduTech,2025-04-26,2025-10-26,Planning,High
P08190,Customer Support Chatbot,Customer Support Chatbot project for ABC Retail,2025-06-30,2026-04-12,Delayed,Medium
P08191,Customer Support Chatbot,Customer Support Chatbot project for SalesPro,2026-08-01,2027-07-08,In Progress,Medium
P08192,Healthcare Management System,Healthcare Management System project for ABC Corporation,2026-07-06,2026-10-10,Planning,Medium
P08193,Customer Support Chatbot,Customer Support Chatbot project for FinanceCorp,2026-03-12,2026-06-24,Planning,High
P08194,Online Learning Platform,Online Learning Platform project for PeopleFirst,2026-06-18,2026-08-22,Delayed,High
P08195,Mobile Banking Application,Mobile Banking Application project for ABC Retail,2026-04-28,2026-07-17,In Progress,Medium
P08196,CRM Implementation,CRM Implementation project for FinanceCorp,2025-08-28,2026-02-13,In Progress,Low
P08197,Healthcare Management System,Healthcare Management System project for PeopleFirst,2026-03-06,2026-07-29,In Progress,Low
P08198,Data Warehouse Development,Data Warehouse Development project for OfficePro,2026-03-28,2027-03-17,In Progress,High
P08199,Cloud Migration Project,Cloud Migration Project project for CloudWorks,2025-03-25,2025-09-28,Completed,High
P08200,Document Management System,Document Management System project for CloudWorks,2026-07-03,2026-11-23,Delayed,Medium
P08201,Supply Chain Analytics,Supply Chain Analytics project for RetailAnalytics,2025-10-23,2026-05-06,In Progress,Medium
P08202,Financial Reporting Dashboard,Financial Reporting Dashboard project for XYZ Technologies,2025-07-08,2026-04-10,Completed,High
P08203,Online Learning Platform,Online Learning Platform project for MarketPlus,2025-10-12,2026-03-14,Planning,High
P08204,Data Warehouse Development,Data Warehouse Development project for ServicePro,2025-07-17,2025-10-16,In Progress,Medium
P08205,Supply Chain Analytics,Supply Chain Analytics project for MarketPlus,2025-07-19,2026-01-14,In Progress,Critical
P08206,Online Learning Platform,Online Learning Platform project for OfficePro,2025-11-24,2026-07-25,In Progress,Low
P08207,Marketing Analytics Platform,Marketing Analytics Platform project for EduTech,2026-08-22,2027-01-15,In Progress,Medium
P08208,Healthcare Management System,Healthcare Management System project for RetailAnalytics,2025-09-03,2026-04-21,In Progress,Medium
P08209,Healthcare Management System,Healthcare Management System project for CloudWorks,2025-05-09,2025-10-04,In Progress,High
P08210,Document Management System,Document Management System project for DigitalHub,2026-04-02,2027-03-02,Completed,Medium
P08211,Data Warehouse Development,Data Warehouse Development project for Global Traders,2025-06-26,2026-05-21,Planning,Medium
P08212,HR Automation System,HR Automation System project for MedCare Hospitals,2025-11-19,2026-08-20,In Progress,Medium
P08213,AI Demand Forecasting,AI Demand Forecasting project for FinanceCorp,2025-06-02,2026-04-11,Planning,Medium
P08214,Cybersecurity Upgrade,Cybersecurity Upgrade project for PeopleFirst,2025-05-08,2025-07-30,In Progress,Medium
P08215,HR Automation System,HR Automation System project for CloudWorks,2025-06-01,2026-02-10,In Progress,Low
P08216,Cybersecurity Upgrade,Cybersecurity Upgrade project for ServicePro,2025-08-02,2026-01-23,In Progress,Medium
P08217,Online Learning Platform,Online Learning Platform project for Global Traders,2026-07-28,2027-05-17,In Progress,Critical
P08218,Document Management System,Document Management System project for ABC Corporation,2026-02-07,2026-03-24,In Progress,Medium
